campaignId,title,headline,description,eligibilityText,rewardText,priceText,allocationText,claimText,soldOutText,eligibilityDropItemId,targetDropItemId,price,allocation,campaignCandyMachineAddress,eligibilityCollection,targetCollection,network,treasury,claimLimitId,claimLimit
test-combined-check,Combined Mechanics Check,Holder Reward,Throwaway campaign testing cross-collection and paid claims together,You must hold TEST-001 to claim,Receive 1 TEST-002,0.001 SOL,3 available,Claim,All claimed,TEST-001,TEST-002,0.001,3,HFnMxQj7idRHkt9uPQ6QPQGWnm8821rycT8ovNJEDgNZ,7DayQZfbPCXz5xMpkFG3RsPdsWL4hwWX9ea3EjKj2xVP,4VKpPBoWctoQCECh5QquzaX9WM6vJChEArWCb2kUxJF9,mainnet,7XJJvj5N4aBMNyX9g5NZqSEzi9vY6vYxWydezMZvC4n9,,
test-mech-c-reward,TEST-001 Holder Reward C,Claim Reward C,Holders of TEST-001 can claim TEST-003,Must hold TEST-001,Receive 1 TEST-003,FREE,5 available,Claim,Sold out,TEST-001,TEST-003,0,5,GcwSvghcrDmbC2o3Td5ns13ugbS8Z9f14cR42LeQV7v6,7DayQZfbPCXz5xMpkFG3RsPdsWL4hwWX9ea3EjKj2xVP,DWGTLJUEyGUH33dLut6JLLbPqpHnPm8tLW2ejnj6EEcw,mainnet,,1,1
test-mech-d-reward,TEST-001 Holder Reward D,Claim Reward D,Holders of TEST-001 can claim TEST-004,Must hold TEST-001,Receive 1 TEST-004,FREE,5 available,Claim,Sold out,TEST-001,TEST-004,0,5,3MrHBsSa3mD6xhuP2rgQy3b7bsbmawch9vNUVDpo6esf,7DayQZfbPCXz5xMpkFG3RsPdsWL4hwWX9ea3EjKj2xVP,DWGTLJUEyGUH33dLut6JLLbPqpHnPm8tLW2ejnj6EEcw,mainnet,,1,1
campaign-eligibility-001-reward-001,ELIGIBILITY-001 Holder Reward REWARD-001,Claim Your Reward,Reward for ELIGIBILITY-001 holders,You must hold ELIGIBILITY-001 to participate.,Receive 1 REWARD-001,,,,,ELIGIBILITY-001,REWARD-001,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-001-reward-002,ELIGIBILITY-001 Holder Reward REWARD-002,Claim Your Reward,Reward for ELIGIBILITY-001 holders,You must hold ELIGIBILITY-001 to participate.,Receive 1 REWARD-002,,,,,ELIGIBILITY-001,REWARD-002,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-002-reward-001,ELIGIBILITY-002 Holder Reward REWARD-001,Claim Your Reward,Reward for ELIGIBILITY-002 holders,You must hold ELIGIBILITY-002 to participate.,Receive 1 REWARD-001,,,,,ELIGIBILITY-002,REWARD-001,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-002-reward-002,ELIGIBILITY-002 Holder Reward REWARD-002,Claim Your Reward,Reward for ELIGIBILITY-002 holders,You must hold ELIGIBILITY-002 to participate.,Receive 1 REWARD-002,,,,,ELIGIBILITY-002,REWARD-002,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-003-reward-001,ELIGIBILITY-003 Holder Reward REWARD-001,Claim Your Reward,Reward for ELIGIBILITY-003 holders,You must hold ELIGIBILITY-003 to participate.,Receive 1 REWARD-001,,,,,ELIGIBILITY-003,REWARD-001,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-003-reward-002,ELIGIBILITY-003 Holder Reward REWARD-002,Claim Your Reward,Reward for ELIGIBILITY-003 holders,You must hold ELIGIBILITY-003 to participate.,Receive 1 REWARD-002,,,,,ELIGIBILITY-003,REWARD-002,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-004-reward-001,ELIGIBILITY-004 Holder Reward REWARD-001,Claim Your Reward,Reward for ELIGIBILITY-004 holders,You must hold ELIGIBILITY-004 to participate.,Receive 1 REWARD-001,,,,,ELIGIBILITY-004,REWARD-001,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-004-reward-002,ELIGIBILITY-004 Holder Reward REWARD-002,Claim Your Reward,Reward for ELIGIBILITY-004 holders,You must hold ELIGIBILITY-004 to participate.,Receive 1 REWARD-002,,,,,ELIGIBILITY-004,REWARD-002,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-005-reward-001,ELIGIBILITY-005 Holder Reward REWARD-001,Claim Your Reward,Reward for ELIGIBILITY-005 holders,You must hold ELIGIBILITY-005 to participate.,Receive 1 REWARD-001,,,,,ELIGIBILITY-005,REWARD-001,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-005-reward-002,ELIGIBILITY-005 Holder Reward REWARD-002,Claim Your Reward,Reward for ELIGIBILITY-005 holders,You must hold ELIGIBILITY-005 to participate.,Receive 1 REWARD-002,,,,,ELIGIBILITY-005,REWARD-002,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-006-reward-001,ELIGIBILITY-006 Holder Reward REWARD-001,Claim Your Reward,Reward for ELIGIBILITY-006 holders,You must hold ELIGIBILITY-006 to participate.,Receive 1 REWARD-001,,,,,ELIGIBILITY-006,REWARD-001,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-006-reward-002,ELIGIBILITY-006 Holder Reward REWARD-002,Claim Your Reward,Reward for ELIGIBILITY-006 holders,You must hold ELIGIBILITY-006 to participate.,Receive 1 REWARD-002,,,,,ELIGIBILITY-006,REWARD-002,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-007-reward-001,ELIGIBILITY-007 Holder Reward REWARD-001,Claim Your Reward,Reward for ELIGIBILITY-007 holders,You must hold ELIGIBILITY-007 to participate.,Receive 1 REWARD-001,,,,,ELIGIBILITY-007,REWARD-001,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-007-reward-002,ELIGIBILITY-007 Holder Reward REWARD-002,Claim Your Reward,Reward for ELIGIBILITY-007 holders,You must hold ELIGIBILITY-007 to participate.,Receive 1 REWARD-002,,,,,ELIGIBILITY-007,REWARD-002,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-008-reward-001,ELIGIBILITY-008 Holder Reward REWARD-001,Claim Your Reward,Reward for ELIGIBILITY-008 holders,You must hold ELIGIBILITY-008 to participate.,Receive 1 REWARD-001,,,,,ELIGIBILITY-008,REWARD-001,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-008-reward-002,ELIGIBILITY-008 Holder Reward REWARD-002,Claim Your Reward,Reward for ELIGIBILITY-008 holders,You must hold ELIGIBILITY-008 to participate.,Receive 1 REWARD-002,,,,,ELIGIBILITY-008,REWARD-002,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-009-reward-001,ELIGIBILITY-009 Holder Reward REWARD-001,Claim Your Reward,Reward for ELIGIBILITY-009 holders,You must hold ELIGIBILITY-009 to participate.,Receive 1 REWARD-001,,,,,ELIGIBILITY-009,REWARD-001,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-009-reward-002,ELIGIBILITY-009 Holder Reward REWARD-002,Claim Your Reward,Reward for ELIGIBILITY-009 holders,You must hold ELIGIBILITY-009 to participate.,Receive 1 REWARD-002,,,,,ELIGIBILITY-009,REWARD-002,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-010-reward-001,ELIGIBILITY-010 Holder Reward REWARD-001,Claim Your Reward,Reward for ELIGIBILITY-010 holders,You must hold ELIGIBILITY-010 to participate.,Receive 1 REWARD-001,,,,,ELIGIBILITY-010,REWARD-001,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-010-reward-002,ELIGIBILITY-010 Holder Reward REWARD-002,Claim Your Reward,Reward for ELIGIBILITY-010 holders,You must hold ELIGIBILITY-010 to participate.,Receive 1 REWARD-002,,,,,ELIGIBILITY-010,REWARD-002,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-011-reward-001,ELIGIBILITY-011 Holder Reward REWARD-001,Claim Your Reward,Reward for ELIGIBILITY-011 holders,You must hold ELIGIBILITY-011 to participate.,Receive 1 REWARD-001,,,,,ELIGIBILITY-011,REWARD-001,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-011-reward-002,ELIGIBILITY-011 Holder Reward REWARD-002,Claim Your Reward,Reward for ELIGIBILITY-011 holders,You must hold ELIGIBILITY-011 to participate.,Receive 1 REWARD-002,,,,,ELIGIBILITY-011,REWARD-002,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-012-reward-001,ELIGIBILITY-012 Holder Reward REWARD-001,Claim Your Reward,Reward for ELIGIBILITY-012 holders,You must hold ELIGIBILITY-012 to participate.,Receive 1 REWARD-001,,,,,ELIGIBILITY-012,REWARD-001,NEEDS_VALIDATION,NEEDS_VALIDATION
campaign-eligibility-012-reward-002,ELIGIBILITY-012 Holder Reward REWARD-002,Claim Your Reward,Reward for ELIGIBILITY-012 holders,You must hold ELIGIBILITY-012 to participate.,Receive 1 REWARD-002,,,,,ELIGIBILITY-012,REWARD-002,NEEDS_VALIDATION,NEEDS_VALIDATION
test-page-004,[TEST] Pagination Sample D,Pagination Test Reward,Test-only campaign added to exercise pagination. Safe to delete.,Test data - no real eligibility required,Receive 1 TEST-002 (test only),FREE,4 available,Claim,All claimed,TEST-001,TEST-002,0,4,h82pJGF9p7kpzb6eU326EFZf2cDnimbTFVeJtx1qtBmU,7DayQZfbPCXz5xMpkFG3RsPdsWL4hwWX9ea3EjKj2xVP,4VKpPBoWctoQCECh5QquzaX9WM6vJChEArWCb2kUxJF9,mainnet,7XJJvj5N4aBMNyX9g5NZqSEzi9vY6vYxWydezMZvC4n9,,
test-page-005,[TEST] Pagination Sample E,Pagination Test Reward,Test-only campaign added to exercise pagination. Safe to delete.,Test data - no real eligibility required,Receive 1 TEST-003 (test only),FREE,4 available,Claim,All claimed,TEST-002,TEST-003,0,4,NJAEqN76R7PwPfHt3oWb8R6cKvhgyxQdDn53jFrK6wFx,4VKpPBoWctoQCECh5QquzaX9WM6vJChEArWCb2kUxJF9,DWGTLJUEyGUH33dLut6JLLbPqpHnPm8tLW2ejnj6EEcw,mainnet,7XJJvj5N4aBMNyX9g5NZqSEzi9vY6vYxWydezMZvC4n9,,
test-page-006,[TEST] Pagination Sample F,Pagination Test Reward,Test-only campaign added to exercise pagination. Safe to delete.,Test data - no real eligibility required,Receive 1 TEST-004 (test only),FREE,4 available,Claim,All claimed,TEST-003,TEST-004,0,4,7RJWhvQBQPEjJmki5fhBboGBWRJhmcFkMvrr4Fu3tMSJ,DWGTLJUEyGUH33dLut6JLLbPqpHnPm8tLW2ejnj6EEcw,DWGTLJUEyGUH33dLut6JLLbPqpHnPm8tLW2ejnj6EEcw,mainnet,7XJJvj5N4aBMNyX9g5NZqSEzi9vY6vYxWydezMZvC4n9,,
test-page-007,[TEST] Pagination Sample G,Pagination Test Reward,Test-only campaign added to exercise pagination. Safe to delete.,Test data - no real eligibility required,Receive 1 TEST-003 (test only),FREE,4 available,Claim,All claimed,TEST-001,TEST-003,0,4,5EdynMEiYSyiWAH9GpcbHpeUzeSQF9ZY6q4x8AhBskUf,7DayQZfbPCXz5xMpkFG3RsPdsWL4hwWX9ea3EjKj2xVP,DWGTLJUEyGUH33dLut6JLLbPqpHnPm8tLW2ejnj6EEcw,mainnet,7XJJvj5N4aBMNyX9g5NZqSEzi9vY6vYxWydezMZvC4n9,,
test-page-008,[TEST] Pagination Sample H,Pagination Test Reward,Test-only campaign added to exercise pagination. Safe to delete.,Test data - no real eligibility required,Receive 1 TEST-004 (test only),FREE,4 available,Claim,All claimed,TEST-002,TEST-004,0,4,5RRfWaHcx1ko8kybqJriN8KUBW1oyoHZqCZ7xhLvhZfD,4VKpPBoWctoQCECh5QquzaX9WM6vJChEArWCb2kUxJF9,DWGTLJUEyGUH33dLut6JLLbPqpHnPm8tLW2ejnj6EEcw,mainnet,7XJJvj5N4aBMNyX9g5NZqSEzi9vY6vYxWydezMZvC4n9,,
